DATA;HORA;CONSUM (Wh)
;;
2017-02-09;0;252
2017-02-09;1;480
2017-02-09;2;351
2017-02-09;3;342
2017-02-09;4;314
2017-02-09;5;417
2017-02-09;6;365
2017-02-09;7;713
2017-02-09;8;667
2017-02-09;9;925
2017-02-09;10;363
2017-02-09;11;281
2017-02-09;12;362
2017-02-09;13;550
2017-02-09;14;1082
2017-02-09;15;302
2017-02-09;16;246
2017-02-09;17;278
2017-02-09;18;282
2017-02-09;19;1366
2017-02-09;20;1844
2017-02-09;21;972
2017-02-09;22;450
2017-02-09;23;422
;;
2017-02-10;0;345
2017-02-10;1;319
2017-02-10;2;316
2017-02-10;3;394
2017-02-10;4;252
2017-02-10;5;265
2017-02-10;6;442
2017-02-10;7;787
2017-02-10;8;846
2017-02-10;9;393
2017-02-10;10;526
2017-02-10;11;502
2017-02-10;12;299
2017-02-10;13;2987
2017-02-10;14;2925
2017-02-10;15;1369
2017-02-10;16;520
2017-02-10;17;286
2017-02-10;18;323
2017-02-10;19;906
2017-02-10;20;1083
2017-02-10;21;454
2017-02-10;22;426
2017-02-10;23;419
;;
2017-02-11;0;292
2017-02-11;1;316
2017-02-11;2;197
2017-02-11;3;303
2017-02-11;4;229
2017-02-11;5;183
2017-02-11;6;252
2017-02-11;7;1199
2017-02-11;8;426
2017-02-11;9;663
2017-02-11;10;238
2017-02-11;11;217
2017-02-11;12;237
2017-02-11;13;681
2017-02-11;14;2197
2017-02-11;15;935
2017-02-11;16;670
2017-02-11;17;488
2017-02-11;18;883
2017-02-11;19;629
2017-02-11;20;575
2017-02-11;21;862
2017-02-11;22;723
2017-02-11;23;1098
;;
2017-02-12;0;1305
2017-02-12;1;380
2017-02-12;2;294
2017-02-12;3;362
2017-02-12;4;350
2017-02-12;5;279
2017-02-12;6;1285
2017-02-12;7;286
2017-02-12;8;262
2017-02-12;9;322
2017-02-12;10;513
2017-02-12;11;448
2017-02-12;12;601
2017-02-12;13;504
2017-02-12;14;331
2017-02-12;15;219
2017-02-12;16;529
2017-02-12;17;635
2017-02-12;18;647
2017-02-12;19;867
2017-02-12;20;289
2017-02-12;21;614
2017-02-12;22;288
2017-02-12;23;238
;;
2017-02-13;0;358
2017-02-13;1;316
2017-02-13;2;177
2017-02-13;3;393
2017-02-13;4;263
2017-02-13;5;218
2017-02-13;6;429
2017-02-13;7;674
2017-02-13;8;941
2017-02-13;9;753
2017-02-13;10;617
2017-02-13;11;665
2017-02-13;12;1228
2017-02-13;13;832
2017-02-13;14;302
2017-02-13;15;420
2017-02-13;16;221
2017-02-13;17;229
2017-02-13;18;868
2017-02-13;19;1287
2017-02-13;20;1370
2017-02-13;21;728
2017-02-13;22;1357
2017-02-13;23;2013
;;
2017-02-14;0;309
2017-02-14;1;256
2017-02-14;2;313
2017-02-14;3;266
2017-02-14;4;309
2017-02-14;5;224
2017-02-14;6;338
2017-02-14;7;329
2017-02-14;8;311
2017-02-14;9;249
2017-02-14;10;283
2017-02-14;11;256
2017-02-14;12;248
2017-02-14;13;253
2017-02-14;14;234
2017-02-14;15;283
2017-02-14;16;207
2017-02-14;17;253
2017-02-14;18;582
2017-02-14;19;840
2017-02-14;20;1048
2017-02-14;21;2050
2017-02-14;22;523
2017-02-14;23;320
;;
2017-02-15;0;338
2017-02-15;1;279
2017-02-15;2;347
2017-02-15;3;270
2017-02-15;4;312
2017-02-15;5;292
2017-02-15;6;326
2017-02-15;7;374
2017-02-15;8;377
2017-02-15;9;285
2017-02-15;10;210
2017-02-15;11;256
2017-02-15;12;704
2017-02-15;13;755
2017-02-15;14;922
2017-02-15;15;338
2017-02-15;16;880
2017-02-15;17;176
2017-02-15;18;1627
2017-02-15;19;935
2017-02-15;20;2236
2017-02-15;21;896
2017-02-15;22;278
2017-02-15;23;249
;;
2017-02-16;0;283
2017-02-16;1;275
2017-02-16;2;237
2017-02-16;3;171
2017-02-16;4;278
2017-02-16;5;184
2017-02-16;6;264
2017-02-16;7;250
2017-02-16;8;326
2017-02-16;9;496
2017-02-16;10;531
2017-02-16;11;465
2017-02-16;12;658
2017-02-16;13;647
2017-02-16;14;469
2017-02-16;15;1448
2017-02-16;16;303
2017-02-16;17;625
2017-02-16;18;1205
2017-02-16;19;983
2017-02-16;20;1061
2017-02-16;21;297
2017-02-16;22;1114
2017-02-16;23;1345
;;
2017-02-17;0;634
2017-02-17;1;637
2017-02-17;2;414
2017-02-17;3;229
2017-02-17;4;208
2017-02-17;5;270
2017-02-17;6;223
2017-02-17;7;232
2017-02-17;8;238
2017-02-17;9;326
2017-02-17;10;257
2017-02-17;11;230
2017-02-17;12;944
2017-02-17;13;165
2017-02-17;14;235
2017-02-17;15;179
2017-02-17;16;180
2017-02-17;17;219
2017-02-17;18;841
2017-02-17;19;751
2017-02-17;20;652
2017-02-17;21;2083
2017-02-17;22;1011
2017-02-17;23;365
;;
2017-02-18;0;783
2017-02-18;1;973
2017-02-18;2;1310
2017-02-18;3;802
2017-02-18;4;480
2017-02-18;5;531
2017-02-18;6;181
2017-02-18;7;246
2017-02-18;8;260
2017-02-18;9;252
2017-02-18;10;265
2017-02-18;11;232
2017-02-18;12;2034
2017-02-18;13;381
2017-02-18;14;282
2017-02-18;15;203
2017-02-18;16;224
2017-02-18;17;193
2017-02-18;18;838
2017-02-18;19;790
2017-02-18;20;1067
2017-02-18;21;401
2017-02-18;22;258
2017-02-18;23;216
;;
2017-02-19;0;288
2017-02-19;1;246
2017-02-19;2;290
2017-02-19;3;226
2017-02-19;4;233
2017-02-19;5;309
2017-02-19;6;250
2017-02-19;7;220
2017-02-19;8;379
2017-02-19;9;479
2017-02-19;10;159
2017-02-19;11;248
2017-02-19;12;212
2017-02-19;13;210
2017-02-19;14;1510
2017-02-19;15;310
2017-02-19;16;361
2017-02-19;17;514
2017-02-19;18;1517
2017-02-19;19;2401
2017-02-19;20;1137
2017-02-19;21;833
2017-02-19;22;753
2017-02-19;23;296
;;
2017-02-20;0;240
2017-02-20;1;258
2017-02-20;2;222
2017-02-20;3;282
2017-02-20;4;276
2017-02-20;5;300
2017-02-20;6;0
2017-02-20;7;0
2017-02-20;8;0
2017-02-20;9;0
2017-02-20;10;0
2017-02-20;11;0
2017-02-20;12;0
2017-02-20;13;0
2017-02-20;14;0
2017-02-20;15;0
2017-02-20;16;0
2017-02-20;17;0
2017-02-20;18;0
2017-02-20;19;0
2017-02-20;20;0
2017-02-20;21;0
2017-02-20;22;0
2017-02-20;23;0
;;
2017-02-21;0;0
2017-02-21;1;0
2017-02-21;2;0
2017-02-21;3;0
2017-02-21;4;0
2017-02-21;5;0
2017-02-21;6;274
2017-02-21;7;664
2017-02-21;8;686
2017-02-21;9;1663
2017-02-21;10;2860
2017-02-21;11;2368
2017-02-21;12;978
2017-02-21;13;809
2017-02-21;14;998
2017-02-21;15;770
2017-02-21;16;251
2017-02-21;17;278
2017-02-21;18;542
2017-02-21;19;1687
2017-02-21;20;1211
2017-02-21;21;1250
2017-02-21;22;484
2017-02-21;23;350
;;
2017-02-22;0;410
2017-02-22;1;278
2017-02-22;2;361
2017-02-22;3;326
2017-02-22;4;244
2017-02-22;5;343
2017-02-22;6;282
2017-02-22;7;1064
2017-02-22;8;922
2017-02-22;9;2214
2017-02-22;10;1365
2017-02-22;11;690
2017-02-22;12;221
2017-02-22;13;222
2017-02-22;14;308
2017-02-22;15;219
2017-02-22;16;262
2017-02-22;17;271
2017-02-22;18;232
2017-02-22;19;730
2017-02-22;20;1099
2017-02-22;21;846
2017-02-22;22;793
2017-02-22;23;721
;;
2017-02-23;0;697
2017-02-23;1;321
2017-02-23;2;224
2017-02-23;3;219
2017-02-23;4;319
2017-02-23;5;282
2017-02-23;6;246
2017-02-23;7;1089
2017-02-23;8;1645
2017-02-23;9;907
2017-02-23;10;457
2017-02-23;11;1190
2017-02-23;12;463
2017-02-23;13;338
2017-02-23;14;581
2017-02-23;15;354
2017-02-23;16;266
2017-02-23;17;297
2017-02-23;18;229
2017-02-23;19;3112
2017-02-23;20;1497
2017-02-23;21;1041
2017-02-23;22;418
2017-02-23;23;304
;;
2017-02-24;0;228
2017-02-24;1;228
2017-02-24;2;251
2017-02-24;3;256
2017-02-24;4;331
2017-02-24;5;234
2017-02-24;6;280
2017-02-24;7;448
2017-02-24;8;648
2017-02-24;9;271
2017-02-24;10;300
2017-02-24;11;1144
2017-02-24;12;1126
2017-02-24;13;476
2017-02-24;14;395
2017-02-24;15;2087
2017-02-24;16;217
2017-02-24;17;242
2017-02-24;18;228
2017-02-24;19;1458
2017-02-24;20;1029
2017-02-24;21;491
2017-02-24;22;304
2017-02-24;23;244
;;
2017-02-25;0;530
2017-02-25;1;629
2017-02-25;2;656
2017-02-25;3;293
2017-02-25;4;227
2017-02-25;5;223
2017-02-25;6;369
2017-02-25;7;519
2017-02-25;8;1544
2017-02-25;9;488
2017-02-25;10;665
2017-02-25;11;1454
2017-02-25;12;1048
2017-02-25;13;971
2017-02-25;14;1005
2017-02-25;15;708
2017-02-25;16;745
2017-02-25;17;363
2017-02-25;18;271
2017-02-25;19;541
2017-02-25;20;1011
2017-02-25;21;364
2017-02-25;22;361
2017-02-25;23;404
;;
2017-02-26;0;350
2017-02-26;1;386
2017-02-26;2;221
2017-02-26;3;298
2017-02-26;4;372
2017-02-26;5;272
2017-02-26;6;419
2017-02-26;7;387
2017-02-26;8;461
2017-02-26;9;430
2017-02-26;10;665
2017-02-26;11;282
2017-02-26;12;446
2017-02-26;13;664
2017-02-26;14;719
2017-02-26;15;232
2017-02-26;16;286
2017-02-26;17;207
2017-02-26;18;338
2017-02-26;19;632
2017-02-26;20;743
2017-02-26;21;202
2017-02-26;22;318
2017-02-26;23;319
;;
2017-02-27;0;278
2017-02-27;1;305
2017-02-27;2;308
2017-02-27;3;255
2017-02-27;4;318
2017-02-27;5;246
2017-02-27;6;277
2017-02-27;7;261
2017-02-27;8;544
2017-02-27;9;2396
2017-02-27;10;1485
2017-02-27;11;392
2017-02-27;12;464
2017-02-27;13;350
2017-02-27;14;407
2017-02-27;15;368
2017-02-27;16;299
2017-02-27;17;328
2017-02-27;18;350
2017-02-27;19;981
2017-02-27;20;2107
2017-02-27;21;931
2017-02-27;22;290
2017-02-27;23;409
;;
2017-02-28;0;309
2017-02-28;1;251
2017-02-28;2;393
2017-02-28;3;302
2017-02-28;4;234
2017-02-28;5;363
2017-02-28;6;347
2017-02-28;7;948
2017-02-28;8;1485
2017-02-28;9;560
2017-02-28;10;619
2017-02-28;11;1371
2017-02-28;12;602
2017-02-28;13;358
2017-02-28;14;327
2017-02-28;15;251
2017-02-28;16;249
2017-02-28;17;282
2017-02-28;18;255
2017-02-28;19;566
2017-02-28;20;1712
2017-02-28;21;1056
2017-02-28;22;1501
2017-02-28;23;597
;;
2017-03-01;0;261
2017-03-01;1;310
2017-03-01;2;249
2017-03-01;3;293
2017-03-01;4;272
2017-03-01;5;274
2017-03-01;6;249
2017-03-01;7;1750
2017-03-01;8;1920
2017-03-01;9;722
2017-03-01;10;234
2017-03-01;11;229
2017-03-01;12;263
2017-03-01;13;324
2017-03-01;14;299
2017-03-01;15;2427
2017-03-01;16;350
2017-03-01;17;345
2017-03-01;18;237
2017-03-01;19;582
2017-03-01;20;2113
2017-03-01;21;1145
2017-03-01;22;638
2017-03-01;23;314
;;
2017-03-02;0;237
2017-03-02;1;291
2017-03-02;2;315
2017-03-02;3;243
2017-03-02;4;280
2017-03-02;5;279
2017-03-02;6;542
2017-03-02;7;925
2017-03-02;8;455
2017-03-02;9;375
2017-03-02;10;262
2017-03-02;11;299
2017-03-02;12;461
2017-03-02;13;559
2017-03-02;14;1373
2017-03-02;15;1121
2017-03-02;16;415
2017-03-02;17;239
2017-03-02;18;228
2017-03-02;19;1519
2017-03-02;20;2021
2017-03-02;21;1480
2017-03-02;22;1095
2017-03-02;23;806
;;
2017-03-03;0;399
2017-03-03;1;369
2017-03-03;2;348
2017-03-03;3;316
2017-03-03;4;399
2017-03-03;5;360
2017-03-03;6;428
2017-03-03;7;1259
2017-03-03;8;840
2017-03-03;9;1076
2017-03-03;10;252
2017-03-03;11;141
2017-03-03;12;294
2017-03-03;13;416
2017-03-03;14;418
2017-03-03;15;2143
2017-03-03;16;264
2017-03-03;17;250
2017-03-03;18;237
2017-03-03;19;383
2017-03-03;20;1765
2017-03-03;21;1067
2017-03-03;22;258
2017-03-03;23;324
;;
2017-03-04;0;190
2017-03-04;1;302
2017-03-04;2;216
2017-03-04;3;213
2017-03-04;4;256
2017-03-04;5;268
2017-03-04;6;511
2017-03-04;7;589
2017-03-04;8;238
2017-03-04;9;512
2017-03-04;10;197
2017-03-04;11;292
2017-03-04;12;531
2017-03-04;13;255
2017-03-04;14;505
2017-03-04;15;314
2017-03-04;16;262
2017-03-04;17;340
2017-03-04;18;257
2017-03-04;19;697
2017-03-04;20;773
2017-03-04;21;442
2017-03-04;22;335
2017-03-04;23;383
;;
2017-03-05;0;337
2017-03-05;1;313
2017-03-05;2;248
2017-03-05;3;289
2017-03-05;4;257
2017-03-05;5;318
2017-03-05;6;262
2017-03-05;7;537
2017-03-05;8;922
2017-03-05;9;429
2017-03-05;10;341
2017-03-05;11;327
2017-03-05;12;1012
2017-03-05;13;1025
2017-03-05;14;226
2017-03-05;15;307
2017-03-05;16;408
2017-03-05;17;212
2017-03-05;18;383
2017-03-05;19;341
2017-03-05;20;390
2017-03-05;21;569
2017-03-05;22;2214
2017-03-05;23;549
;;
2017-03-06;0;496
2017-03-06;1;295
2017-03-06;2;282
2017-03-06;3;390
2017-03-06;4;279
2017-03-06;5;306
2017-03-06;6;403
2017-03-06;7;251
2017-03-06;8;270
2017-03-06;9;1253
2017-03-06;10;800
2017-03-06;11;1028
2017-03-06;12;1160
2017-03-06;13;770
2017-03-06;14;694
2017-03-06;15;862
2017-03-06;16;199
2017-03-06;17;273
2017-03-06;18;254
2017-03-06;19;1066
2017-03-06;20;1289
2017-03-06;21;706
2017-03-06;22;261
2017-03-06;23;294
;;
2017-03-07;0;275
2017-03-07;1;245
2017-03-07;2;237
2017-03-07;3;320
2017-03-07;4;245
2017-03-07;5;264
2017-03-07;6;254
2017-03-07;7;326
2017-03-07;8;262
2017-03-07;9;1583
2017-03-07;10;2061
2017-03-07;11;304
2017-03-07;12;455
2017-03-07;13;399
2017-03-07;14;514
2017-03-07;15;1222
2017-03-07;16;288
2017-03-07;17;299
2017-03-07;18;398
2017-03-07;19;1022
2017-03-07;20;2020
2017-03-07;21;1033
2017-03-07;22;292
2017-03-07;23;372
;;
2017-03-08;0;363
2017-03-08;1;226
2017-03-08;2;293
2017-03-08;3;284
2017-03-08;4;204
2017-03-08;5;254
2017-03-08;6;286
2017-03-08;7;848
2017-03-08;8;613
2017-03-08;9;489
2017-03-08;10;346
2017-03-08;11;239
2017-03-08;12;305
2017-03-08;13;251
2017-03-08;14;760
2017-03-08;15;201
2017-03-08;16;212
2017-03-08;17;248
2017-03-08;18;233
2017-03-08;19;523
2017-03-08;20;1842
2017-03-08;21;1248
2017-03-08;22;812
2017-03-08;23;384
;;
2017-03-09;0;202
2017-03-09;1;267
2017-03-09;2;269
2017-03-09;3;179
2017-03-09;4;232
2017-03-09;5;246
2017-03-09;6;210
2017-03-09;7;1014
2017-03-09;8;1452
2017-03-09;9;890
2017-03-09;10;322
2017-03-09;11;262
2017-03-09;12;190
2017-03-09;13;505
2017-03-09;14;619
2017-03-09;15;184
2017-03-09;16;298
2017-03-09;17;211
2017-03-09;18;205
2017-03-09;19;1139
2017-03-09;20;1703
2017-03-09;21;1518
2017-03-09;22;980
2017-03-09;23;944
;;
2017-03-10;0;313
2017-03-10;1;305
2017-03-10;2;150
2017-03-10;3;290
2017-03-10;4;225
2017-03-10;5;215
2017-03-10;6;284
2017-03-10;7;386
2017-03-10;8;266
2017-03-10;9;376
2017-03-10;10;602
2017-03-10;11;893
2017-03-10;12;197
2017-03-10;13;546
2017-03-10;14;1932
2017-03-10;15;850
2017-03-10;16;433
2017-03-10;17;243
2017-03-10;18;317
2017-03-10;19;1160
2017-03-10;20;2297
2017-03-10;21;2077
2017-03-10;22;572
2017-03-10;23;289
;;
2017-03-11;0;166
2017-03-11;1;253
2017-03-11;2;237
2017-03-11;3;195
2017-03-11;4;213
2017-03-11;5;199
2017-03-11;6;215
2017-03-11;7;845
2017-03-11;8;609
2017-03-11;9;198
2017-03-11;10;249
2017-03-11;11;254
2017-03-11;12;262
2017-03-11;13;585
2017-03-11;14;364
2017-03-11;15;407
2017-03-11;16;407
2017-03-11;17;388
2017-03-11;18;397
2017-03-11;19;397
2017-03-11;20;885
2017-03-11;21;591
2017-03-11;22;579
2017-03-11;23;491
;;
2017-03-12;0;282
2017-03-12;1;326
2017-03-12;2;412
2017-03-12;3;385
2017-03-12;4;353
2017-03-12;5;330
2017-03-12;6;310
2017-03-12;7;989
2017-03-12;8;436
2017-03-12;9;363
2017-03-12;10;322
2017-03-12;11;273
2017-03-12;12;404
2017-03-12;13;314
2017-03-12;14;1561
2017-03-12;15;1519
2017-03-12;16;565
2017-03-12;17;943
2017-03-12;18;731
2017-03-12;19;796
2017-03-12;20;800
2017-03-12;21;584
2017-03-12;22;324
2017-03-12;23;315
;;
2017-03-13;0;285
2017-03-13;1;354
2017-03-13;2;399
2017-03-13;3;257
2017-03-13;4;341
2017-03-13;5;339
2017-03-13;6;240
2017-03-13;7;371
2017-03-13;8;856
2017-03-13;9;1505
2017-03-13;10;1448
2017-03-13;11;583
2017-03-13;12;396
2017-03-13;13;302
2017-03-13;14;1166
2017-03-13;15;375
2017-03-13;16;266
2017-03-13;17;316
2017-03-13;18;339
2017-03-13;19;306
2017-03-13;20;922
2017-03-13;21;856
2017-03-13;22;735
2017-03-13;23;546
;;
2017-03-14;0;299
2017-03-14;1;316
2017-03-14;2;329
2017-03-14;3;294
2017-03-14;4;344
2017-03-14;5;340
2017-03-14;6;258
2017-03-14;7;321
2017-03-14;8;482
2017-03-14;9;1857
2017-03-14;10;2690
2017-03-14;11;324
2017-03-14;12;1380
2017-03-14;13;1946
2017-03-14;14;897
2017-03-14;15;861
2017-03-14;16;228
2017-03-14;17;263
2017-03-14;18;278
2017-03-14;19;548
2017-03-14;20;1669
2017-03-14;21;1173
2017-03-14;22;524
2017-03-14;23;380
;;
2017-03-15;0;246
2017-03-15;1;222
2017-03-15;2;229
2017-03-15;3;244
2017-03-15;4;246
2017-03-15;5;181
2017-03-15;6;237
2017-03-15;7;877
2017-03-15;8;1452
2017-03-15;9;585
2017-03-15;10;311
2017-03-15;11;217
2017-03-15;12;174
2017-03-15;13;501
2017-03-15;14;1975
2017-03-15;15;243
2017-03-15;16;204
2017-03-15;17;296
2017-03-15;18;146
2017-03-15;19;601
2017-03-15;20;1797
2017-03-15;21;1132
2017-03-15;22;323
2017-03-15;23;372
;;
2017-03-16;0;203
2017-03-16;1;240
2017-03-16;2;282
2017-03-16;3;217
2017-03-16;4;221
2017-03-16;5;265
2017-03-16;6;243
2017-03-16;7;465
2017-03-16;8;1651
2017-03-16;9;490
2017-03-16;10;213
2017-03-16;11;316
2017-03-16;12;461
2017-03-16;13;208
2017-03-16;14;947
2017-03-16;15;256
2017-03-16;16;187
2017-03-16;17;226
2017-03-16;18;260
2017-03-16;19;206
2017-03-16;20;1376
2017-03-16;21;1420
2017-03-16;22;740
2017-03-16;23;265
;;
2017-03-17;0;179
2017-03-17;1;248
2017-03-17;2;225
2017-03-17;3;194
2017-03-17;4;193
2017-03-17;5;192
2017-03-17;6;0
2017-03-17;7;0
2017-03-17;8;0
2017-03-17;9;0
2017-03-17;10;0
2017-03-17;11;0
2017-03-17;12;0
2017-03-17;13;0
2017-03-17;14;0
2017-03-17;15;0
2017-03-17;16;0
2017-03-17;17;0
2017-03-17;18;0
2017-03-17;19;0
2017-03-17;20;0
2017-03-17;21;0
2017-03-17;22;0
2017-03-17;23;0
;;
2017-03-18;0;0
2017-03-18;1;0
2017-03-18;2;0
2017-03-18;3;0
2017-03-18;4;0
2017-03-18;5;0
2017-03-18;6;236
2017-03-18;7;957
2017-03-18;8;375
2017-03-18;9;354
2017-03-18;10;216
2017-03-18;11;259
2017-03-18;12;231
2017-03-18;13;261
2017-03-18;14;204
2017-03-18;15;233
2017-03-18;16;250
2017-03-18;17;223
2017-03-18;18;259
2017-03-18;19;662
2017-03-18;20;1007
2017-03-18;21;442
2017-03-18;22;250
2017-03-18;23;264
;;
2017-03-19;0;233
2017-03-19;1;328
2017-03-19;2;530
2017-03-19;3;311
2017-03-19;4;243
2017-03-19;5;206
2017-03-19;6;234
2017-03-19;7;1413
2017-03-19;8;694
2017-03-19;9;461
2017-03-19;10;1170
2017-03-19;11;232
2017-03-19;12;278
2017-03-19;13;240
2017-03-19;14;224
2017-03-19;15;220
2017-03-19;16;253
2017-03-19;17;260
2017-03-19;18;251
2017-03-19;19;469
2017-03-19;20;708
2017-03-19;21;405
2017-03-19;22;218
2017-03-19;23;286
;;
2017-03-20;0;227
2017-03-20;1;270
2017-03-20;2;276
2017-03-20;3;361
2017-03-20;4;183
2017-03-20;5;200
2017-03-20;6;238
2017-03-20;7;125
2017-03-20;8;648
2017-03-20;9;769
2017-03-20;10;618
2017-03-20;11;234
2017-03-20;12;571
2017-03-20;13;396
2017-03-20;14;191
2017-03-20;15;257
2017-03-20;16;159
2017-03-20;17;251
2017-03-20;18;273
2017-03-20;19;289
2017-03-20;20;627
2017-03-20;21;779
2017-03-20;22;252
2017-03-20;23;267
;;
2017-03-21;0;285
2017-03-21;1;208
2017-03-21;2;258
2017-03-21;3;240
2017-03-21;4;206
2017-03-21;5;242
2017-03-21;6;227
2017-03-21;7;334
2017-03-21;8;1339
2017-03-21;9;1532
2017-03-21;10;568
2017-03-21;11;1212
2017-03-21;12;1447
2017-03-21;13;1105
2017-03-21;14;891
2017-03-21;15;859
2017-03-21;16;253
2017-03-21;17;214
2017-03-21;18;292
2017-03-21;19;239
2017-03-21;20;874
2017-03-21;21;1274
2017-03-21;22;259
2017-03-21;23;289
;;
2017-03-22;0;250
2017-03-22;1;307
2017-03-22;2;233
2017-03-22;3;246
2017-03-22;4;311
2017-03-22;5;170
2017-03-22;6;353
2017-03-22;7;1623
2017-03-22;8;1968
2017-03-22;9;1273
2017-03-22;10;297
2017-03-22;11;204
2017-03-22;12;334
2017-03-22;13;292
2017-03-22;14;717
2017-03-22;15;361
2017-03-22;16;307
2017-03-22;17;296
2017-03-22;18;375
2017-03-22;19;1121
2017-03-22;20;1797
2017-03-22;21;1621
2017-03-22;22;1683
2017-03-22;23;913
;;
2017-03-23;0;352
2017-03-23;1;201
2017-03-23;2;328
2017-03-23;3;319
2017-03-23;4;277
2017-03-23;5;286
2017-03-23;6;346
2017-03-23;7;1174
2017-03-23;8;589
2017-03-23;9;658
2017-03-23;10;301
2017-03-23;11;224
2017-03-23;12;352
2017-03-23;13;429
2017-03-23;14;709
2017-03-23;15;285
2017-03-23;16;355
2017-03-23;17;237
2017-03-23;18;264
2017-03-23;19;865
2017-03-23;20;1878
2017-03-23;21;1124
2017-03-23;22;782
2017-03-23;23;445
;;
2017-03-24;0;341
2017-03-24;1;352
2017-03-24;2;338
2017-03-24;3;384
2017-03-24;4;264
2017-03-24;5;333
2017-03-24;6;295
2017-03-24;7;999
2017-03-24;8;1166
2017-03-24;9;1224
2017-03-24;10;456
2017-03-24;11;902
2017-03-24;12;338
2017-03-24;13;892
2017-03-24;14;562
2017-03-24;15;347
2017-03-24;16;321
2017-03-24;17;275
2017-03-24;18;341
2017-03-24;19;733
2017-03-24;20;1763
2017-03-24;21;1162
2017-03-24;22;805
2017-03-24;23;390
;;
2017-03-25;0;352
2017-03-25;1;304
2017-03-25;2;331
2017-03-25;3;250
2017-03-25;4;353
2017-03-25;5;290
2017-03-25;6;271
2017-03-25;7;844
2017-03-25;8;510
2017-03-25;9;378
2017-03-25;10;321
2017-03-25;11;251
2017-03-25;12;340
2017-03-25;13;800
2017-03-25;14;300
2017-03-25;15;276
2017-03-25;16;369
2017-03-25;17;435
2017-03-25;18;1039
2017-03-25;19;1052
2017-03-25;20;1440
2017-03-25;21;838
2017-03-25;22;714
2017-03-25;23;686
;;
2017-03-26;0;366
2017-03-26;1;305
2017-03-26;2;280
2017-03-26;3;346
2017-03-26;4;451
2017-03-26;5;294
2017-03-26;6;350
2017-03-26;7;1683
2017-03-26;8;1161
2017-03-26;9;318
2017-03-26;10;254
2017-03-26;11;846
2017-03-26;12;1405
2017-03-26;13;1099
2017-03-26;14;379
2017-03-26;15;349
2017-03-26;16;299
2017-03-26;17;352
2017-03-26;18;308
2017-03-26;19;317
2017-03-26;20;1333
2017-03-26;21;1832
2017-03-26;22;425
2017-03-26;23;382
;;
2017-03-27;0;290
2017-03-27;1;314
2017-03-27;2;336
2017-03-27;3;241
2017-03-27;4;342
2017-03-27;5;282
2017-03-27;6;486
2017-03-27;7;871
2017-03-27;8;894
2017-03-27;9;420
2017-03-27;10;306
2017-03-27;11;215
2017-03-27;12;422
2017-03-27;13;293
2017-03-27;14;308
2017-03-27;15;278
2017-03-27;16;435
2017-03-27;17;850
2017-03-27;18;456
2017-03-27;19;518
2017-03-27;20;696
2017-03-27;21;339
2017-03-27;22;402
2017-03-27;23;0
;;
2017-03-28;0;309
2017-03-28;1;359
2017-03-28;2;298
2017-03-28;3;340
2017-03-28;4;311
2017-03-28;5;311
2017-03-28;6;336
2017-03-28;7;1215
2017-03-28;8;1002
2017-03-28;9;453
2017-03-28;10;1309
2017-03-28;11;465
2017-03-28;12;1444
2017-03-28;13;1812
2017-03-28;14;436
2017-03-28;15;285
2017-03-28;16;354
2017-03-28;17;297
2017-03-28;18;370
2017-03-28;19;545
2017-03-28;20;1543
2017-03-28;21;1090
2017-03-28;22;387
2017-03-28;23;302
;;
2017-03-29;0;316
2017-03-29;1;335
2017-03-29;2;283
2017-03-29;3;319
2017-03-29;4;271
2017-03-29;5;272
2017-03-29;6;293
2017-03-29;7;1162
2017-03-29;8;1307
2017-03-29;9;862
2017-03-29;10;492
2017-03-29;11;446
2017-03-29;12;917
2017-03-29;13;974
2017-03-29;14;2429
2017-03-29;15;321
2017-03-29;16;409
2017-03-29;17;254
2017-03-29;18;493
2017-03-29;19;881
2017-03-29;20;2136
2017-03-29;21;816
2017-03-29;22;666
2017-03-29;23;749
;;
2017-03-30;0;929
2017-03-30;1;993
2017-03-30;2;312
2017-03-30;3;338
2017-03-30;4;301
2017-03-30;5;344
2017-03-30;6;271
2017-03-30;7;1431
2017-03-30;8;666
2017-03-30;9;712
2017-03-30;10;299
2017-03-30;11;410
2017-03-30;12;367
2017-03-30;13;454
2017-03-30;14;1907
2017-03-30;15;282
2017-03-30;16;363
2017-03-30;17;303
2017-03-30;18;380
2017-03-30;19;340
2017-03-30;20;1468
2017-03-30;21;2210
2017-03-30;22;1515
2017-03-30;23;415
;;
2017-03-31;0;455
2017-03-31;1;402
2017-03-31;2;356
2017-03-31;3;337
2017-03-31;4;373
2017-03-31;5;332
2017-03-31;6;345
2017-03-31;7;1962
2017-03-31;8;579
2017-03-31;9;686
2017-03-31;10;398
2017-03-31;11;308
2017-03-31;12;698
2017-03-31;13;766
2017-03-31;14;821
2017-03-31;15;876
2017-03-31;16;465
2017-03-31;17;344
2017-03-31;18;344
2017-03-31;19;482
2017-03-31;20;1461
2017-03-31;21;1398
2017-03-31;22;653
2017-03-31;23;342
;;
2017-04-01;0;428
2017-04-01;1;317
2017-04-01;2;380
2017-04-01;3;322
2017-04-01;4;343
2017-04-01;5;325
2017-04-01;6;395
2017-04-01;7;2117
2017-04-01;8;1033
2017-04-01;9;467
2017-04-01;10;361
2017-04-01;11;411
2017-04-01;12;341
2017-04-01;13;524
2017-04-01;14;615
2017-04-01;15;800
