DATA;HORA;CONSUM (Wh)
2016-10-29;12;589
2016-10-29;13;460
2016-10-29;14;461
2016-10-29;15;379
2016-10-29;16;417
2016-10-29;17;385
2016-10-29;18;572
2016-10-29;19;1037
2016-10-29;20;1269
2016-10-29;21;742
2016-10-29;22;525
2016-10-29;23;475
;;
2016-10-30;0;493
2016-10-30;1;459
2016-10-30;2;462
2016-10-30;3;440
2016-10-30;4;469
2016-10-30;5;446
2016-10-30;6;469
2016-10-30;7;455
2016-10-30;8;484
2016-10-30;9;545
2016-10-30;10;662
2016-10-30;11;1465
2016-10-30;12;1748
2016-10-30;13;1621
2016-10-30;14;421
2016-10-30;15;378
2016-10-30;16;447
2016-10-30;17;444
2016-10-30;18;785
2016-10-30;19;979
2016-10-30;20;854
2016-10-30;21;818
2016-10-30;22;1262
2016-10-30;23;893
;;
2016-10-31;0;433
2016-10-31;1;382
2016-10-31;2;411
2016-10-31;3;373
2016-10-31;4;402
2016-10-31;5;382
2016-10-31;6;369
2016-10-31;7;1242
2016-10-31;8;568
2016-10-31;9;606
2016-10-31;10;441
2016-10-31;11;396
2016-10-31;12;391
2016-10-31;13;570
2016-10-31;14;822
2016-10-31;15;879
2016-10-31;16;427
2016-10-31;17;466
2016-10-31;18;712
2016-10-31;19;953
2016-10-31;20;1252
2016-10-31;21;795
2016-10-31;22;700
2016-10-31;23;453
;;
2016-11-01;0;447
2016-11-01;1;427
2016-11-01;2;358
2016-11-01;3;359
2016-11-01;4;375
2016-11-01;5;407
2016-11-01;6;378
2016-11-01;7;524
2016-11-01;8;881
2016-11-01;9;1093
2016-11-01;10;394
2016-11-01;11;474
2016-11-01;12;326
2016-11-01;13;546
2016-11-01;14;550
2016-11-01;15;1086
2016-11-01;16;829
2016-11-01;17;378
2016-11-01;18;1521
2016-11-01;19;2511
2016-11-01;20;2244
2016-11-01;21;1870
2016-11-01;22;1089
2016-11-01;23;377
;;
2016-11-02;0;416
2016-11-02;1;384
2016-11-02;2;379
2016-11-02;3;388
2016-11-02;4;377
2016-11-02;5;392
2016-11-02;6;399
2016-11-02;7;1134
2016-11-02;8;615
2016-11-02;9;364
2016-11-02;10;366
2016-11-02;11;385
2016-11-02;12;374
2016-11-02;13;637
2016-11-02;14;383
2016-11-02;15;377
2016-11-02;16;406
2016-11-02;17;431
2016-11-02;18;684
2016-11-02;19;1400
2016-11-02;20;1542
2016-11-02;21;1290
2016-11-02;22;761
2016-11-02;23;431
;;
2016-11-03;0;404
2016-11-03;1;422
2016-11-03;2;412
2016-11-03;3;419
2016-11-03;4;373
2016-11-03;5;422
2016-11-03;6;388
2016-11-03;7;1064
2016-11-03;8;1726
2016-11-03;9;347
2016-11-03;10;354
2016-11-03;11;405
2016-11-03;12;433
2016-11-03;13;543
2016-11-03;14;1300
2016-11-03;15;777
2016-11-03;16;779
2016-11-03;17;503
2016-11-03;18;825
2016-11-03;19;865
2016-11-03;20;875
2016-11-03;21;542
2016-11-03;22;346
2016-11-03;23;606
;;
2016-11-04;0;368
2016-11-04;1;391
2016-11-04;2;389
2016-11-04;3;353
2016-11-04;4;359
2016-11-04;5;356
2016-11-04;6;389
2016-11-04;7;520
2016-11-04;8;731
2016-11-04;9;605
2016-11-04;10;398
2016-11-04;11;423
2016-11-04;12;597
2016-11-04;13;1257
2016-11-04;14;555
2016-11-04;15;319
2016-11-04;16;410
2016-11-04;17;441
2016-11-04;18;861
2016-11-04;19;1170
2016-11-04;20;1186
2016-11-04;21;817
2016-11-04;22;763
2016-11-04;23;1151
;;
2016-11-05;0;1045
2016-11-05;1;951
2016-11-05;2;802
2016-11-05;3;688
2016-11-05;4;708
2016-11-05;5;653
2016-11-05;6;663
2016-11-05;7;768
2016-11-05;8;867
2016-11-05;9;1507
2016-11-05;10;1272
2016-11-05;11;1167
2016-11-05;12;1054
2016-11-05;13;359
2016-11-05;14;369
2016-11-05;15;320
2016-11-05;16;325
2016-11-05;17;355
2016-11-05;18;724
2016-11-05;19;1019
2016-11-05;20;766
2016-11-05;21;377
2016-11-05;22;348
2016-11-05;23;369
;;
2016-11-06;0;347
2016-11-06;1;317
2016-11-06;2;352
2016-11-06;3;338
2016-11-06;4;364
2016-11-06;5;360
2016-11-06;6;304
2016-11-06;7;417
2016-11-06;8;1116
2016-11-06;9;1160
2016-11-06;10;839
2016-11-06;11;703
2016-11-06;12;2891
2016-11-06;13;653
2016-11-06;14;657
2016-11-06;15;516
2016-11-06;16;315
2016-11-06;17;402
2016-11-06;18;1326
2016-11-06;19;1987
2016-11-06;20;1629
2016-11-06;21;3084
2016-11-06;22;1227
2016-11-06;23;540
;;
2016-11-07;0;351
2016-11-07;1;359
2016-11-07;2;351
2016-11-07;3;403
2016-11-07;4;372
2016-11-07;5;334
2016-11-07;6;353
2016-11-07;7;2601
2016-11-07;8;1070
2016-11-07;9;420
2016-11-07;10;398
2016-11-07;11;356
2016-11-07;12;376
2016-11-07;13;440
2016-11-07;14;450
2016-11-07;15;473
2016-11-07;16;420
2016-11-07;17;530
2016-11-07;18;519
2016-11-07;19;1234
2016-11-07;20;2535
2016-11-07;21;1583
2016-11-07;22;954
2016-11-07;23;381
;;
2016-11-08;0;358
2016-11-08;1;391
2016-11-08;2;357
2016-11-08;3;447
2016-11-08;4;386
2016-11-08;5;355
2016-11-08;6;386
2016-11-08;7;419
2016-11-08;8;492
2016-11-08;9;1459
2016-11-08;10;2223
2016-11-08;11;1382
2016-11-08;12;451
2016-11-08;13;538
2016-11-08;14;1291
2016-11-08;15;875
2016-11-08;16;371
2016-11-08;17;338
2016-11-08;18;1670
2016-11-08;19;2599
2016-11-08;20;1305
2016-11-08;21;595
2016-11-08;22;552
2016-11-08;23;494
;;
2016-11-09;0;407
2016-11-09;1;364
2016-11-09;2;343
2016-11-09;3;366
2016-11-09;4;414
2016-11-09;5;413
2016-11-09;6;356
2016-11-09;7;861
2016-11-09;8;775
2016-11-09;9;594
2016-11-09;10;1700
2016-11-09;11;1534
2016-11-09;12;1040
2016-11-09;13;2429
2016-11-09;14;1084
2016-11-09;15;728
2016-11-09;16;490
2016-11-09;17;972
2016-11-09;18;1301
2016-11-09;19;1738
2016-11-09;20;2388
2016-11-09;21;1540
2016-11-09;22;514
2016-11-09;23;535
;;
2016-11-10;0;394
2016-11-10;1;458
2016-11-10;2;333
2016-11-10;3;412
2016-11-10;4;400
2016-11-10;5;317
2016-11-10;6;342
2016-11-10;7;615
2016-11-10;8;654
2016-11-10;9;531
2016-11-10;10;293
2016-11-10;11;346
2016-11-10;12;378
2016-11-10;13;469
2016-11-10;14;294
2016-11-10;15;429
2016-11-10;16;458
2016-11-10;17;956
2016-11-10;18;981
2016-11-10;19;2106
2016-11-10;20;2060
2016-11-10;21;1391
2016-11-10;22;638
2016-11-10;23;526
;;
2016-11-11;0;353
2016-11-11;1;366
2016-11-11;2;346
2016-11-11;3;303
2016-11-11;4;370
2016-11-11;5;353
2016-11-11;6;392
2016-11-11;7;2451
2016-11-11;8;660
2016-11-11;9;683
2016-11-11;10;525
2016-11-11;11;216
2016-11-11;12;449
2016-11-11;13;424
2016-11-11;14;311
2016-11-11;15;356
2016-11-11;16;596
2016-11-11;17;417
2016-11-11;18;446
2016-11-11;19;483
2016-11-11;20;1939
2016-11-11;21;1468
2016-11-11;22;541
2016-11-11;23;552
;;
2016-11-12;0;374
2016-11-12;1;520
2016-11-12;2;396
2016-11-12;3;471
2016-11-12;4;399
2016-11-12;5;336
2016-11-12;6;434
2016-11-12;7;1430
2016-11-12;8;775
2016-11-12;9;606
2016-11-12;10;306
2016-11-12;11;383
2016-11-12;12;354
2016-11-12;13;491
2016-11-12;14;915
2016-11-12;15;2681
2016-11-12;16;636
2016-11-12;17;285
2016-11-12;18;379
2016-11-12;19;705
2016-11-12;20;1890
2016-11-12;21;1748
2016-11-12;22;1216
2016-11-12;23;327
;;
2016-11-13;0;376
2016-11-13;1;340
2016-11-13;2;352
2016-11-13;3;371
2016-11-13;4;335
2016-11-13;5;335
2016-11-13;6;474
2016-11-13;7;1492
2016-11-13;8;1012
2016-11-13;9;959
2016-11-13;10;359
2016-11-13;11;485
2016-11-13;12;399
2016-11-13;13;493
2016-11-13;14;480
2016-11-13;15;392
2016-11-13;16;470
2016-11-13;17;427
2016-11-13;18;468
2016-11-13;19;1231
2016-11-13;20;1952
2016-11-13;21;1313
2016-11-13;22;438
2016-11-13;23;385
;;
2016-11-14;0;429
2016-11-14;1;529
2016-11-14;2;501
2016-11-14;3;498
2016-11-14;4;458
2016-11-14;5;342
2016-11-14;6;352
2016-11-14;7;477
2016-11-14;8;1149
2016-11-14;9;558
2016-11-14;10;356
2016-11-14;11;333
2016-11-14;12;361
2016-11-14;13;735
2016-11-14;14;481
2016-11-14;15;571
2016-11-14;16;466
2016-11-14;17;514
2016-11-14;18;682
2016-11-14;19;463
2016-11-14;20;580
2016-11-14;21;597
2016-11-14;22;532
2016-11-14;23;2425
;;
2016-11-15;0;559
2016-11-15;1;414
2016-11-15;2;348
2016-11-15;3;418
2016-11-15;4;407
2016-11-15;5;288
2016-11-15;6;510
2016-11-15;7;734
2016-11-15;8;3673
2016-11-15;9;2877
2016-11-15;10;732
2016-11-15;11;942
2016-11-15;12;316
2016-11-15;13;338
2016-11-15;14;2011
2016-11-15;15;1604
2016-11-15;16;2169
2016-11-15;17;1051
2016-11-15;18;991
2016-11-15;19;1401
2016-11-15;20;1373
2016-11-15;21;419
2016-11-15;22;363
2016-11-15;23;439
;;
2016-11-16;0;354
2016-11-16;1;325
2016-11-16;2;387
2016-11-16;3;301
2016-11-16;4;390
2016-11-16;5;331
2016-11-16;6;345
2016-11-16;7;820
2016-11-16;8;1784
2016-11-16;9;1327
2016-11-16;10;461
2016-11-16;11;395
2016-11-16;12;387
2016-11-16;13;386
2016-11-16;14;560
2016-11-16;15;411
2016-11-16;16;453
2016-11-16;17;683
2016-11-16;18;1066
2016-11-16;19;2051
2016-11-16;20;1861
2016-11-16;21;1536
2016-11-16;22;547
2016-11-16;23;564
;;
2016-11-17;0;396
2016-11-17;1;387
2016-11-17;2;394
2016-11-17;3;362
2016-11-17;4;343
2016-11-17;5;387
2016-11-17;6;396
2016-11-17;7;1543
2016-11-17;8;713
2016-11-17;9;527
2016-11-17;10;409
2016-11-17;11;358
2016-11-17;12;355
2016-11-17;13;518
2016-11-17;14;416
2016-11-17;15;359
2016-11-17;16;1133
2016-11-17;17;778
2016-11-17;18;1111
2016-11-17;19;1317
2016-11-17;20;1612
2016-11-17;21;1576
2016-11-17;22;1200
2016-11-17;23;363
;;
2016-11-18;0;332
2016-11-18;1;409
2016-11-18;2;331
2016-11-18;3;316
2016-11-18;4;369
2016-11-18;5;322
2016-11-18;6;424
2016-11-18;7;580
2016-11-18;8;1354
2016-11-18;9;619
2016-11-18;10;302
2016-11-18;11;355
2016-11-18;12;393
2016-11-18;13;643
2016-11-18;14;1207
2016-11-18;15;996
2016-11-18;16;474
2016-11-18;17;496
2016-11-18;18;762
2016-11-18;19;976
2016-11-18;20;1950
2016-11-18;21;1527
2016-11-18;22;712
2016-11-18;23;591
;;
2016-11-19;0;350
2016-11-19;1;432
2016-11-19;2;332
2016-11-19;3;383
2016-11-19;4;427
2016-11-19;5;359
2016-11-19;6;403
2016-11-19;7;382
2016-11-19;8;738
2016-11-19;9;894
2016-11-19;10;457
2016-11-19;11;363
2016-11-19;12;420
2016-11-19;13;1296
2016-11-19;14;1309
2016-11-19;15;503
2016-11-19;16;1030
2016-11-19;17;2049
2016-11-19;18;518
2016-11-19;19;651
2016-11-19;20;1402
2016-11-19;21;1213
2016-11-19;22;1037
2016-11-19;23;925
;;
2016-11-20;0;914
2016-11-20;1;1060
2016-11-20;2;451
2016-11-20;3;379
2016-11-20;4;374
2016-11-20;5;455
2016-11-20;6;509
2016-11-20;7;486
2016-11-20;8;575
2016-11-20;9;1166
2016-11-20;10;1118
2016-11-20;11;507
2016-11-20;12;593
2016-11-20;13;945
2016-11-20;14;2723
2016-11-20;15;1059
2016-11-20;16;969
2016-11-20;17;1305
2016-11-20;18;1961
2016-11-20;19;1816
2016-11-20;20;2267
2016-11-20;21;1725
2016-11-20;22;525
2016-11-20;23;456
;;
2016-11-21;0;407
2016-11-21;1;369
2016-11-21;2;428
2016-11-21;3;488
2016-11-21;4;565
2016-11-21;5;488
2016-11-21;6;460
2016-11-21;7;650
2016-11-21;8;3413
2016-11-21;9;1194
2016-11-21;10;1851
2016-11-21;11;1695
2016-11-21;12;2423
2016-11-21;13;1342
2016-11-21;14;2146
2016-11-21;15;632
2016-11-21;16;679
2016-11-21;17;844
2016-11-21;18;1492
2016-11-21;19;1310
2016-11-21;20;1088
2016-11-21;21;1280
2016-11-21;22;598
2016-11-21;23;372
;;
2016-11-22;0;441
2016-11-22;1;413
2016-11-22;2;338
2016-11-22;3;472
2016-11-22;4;451
2016-11-22;5;625
2016-11-22;6;755
2016-11-22;7;2068
2016-11-22;8;1388
2016-11-22;9;1294
2016-11-22;10;632
2016-11-22;11;379
2016-11-22;12;326
2016-11-22;13;507
2016-11-22;14;465
2016-11-22;15;472
2016-11-22;16;419
2016-11-22;17;484
2016-11-22;18;530
2016-11-22;19;1730
2016-11-22;20;2392
2016-11-22;21;2106
2016-11-22;22;898
2016-11-22;23;360
;;
2016-11-23;0;468
2016-11-23;1;375
2016-11-23;2;378
2016-11-23;3;444
2016-11-23;4;348
2016-11-23;5;373
2016-11-23;6;448
2016-11-23;7;1121
2016-11-23;8;914
2016-11-23;9;2706
2016-11-23;10;548
2016-11-23;11;572
2016-11-23;12;404
2016-11-23;13;1561
2016-11-23;14;2178
2016-11-23;15;808
2016-11-23;16;668
2016-11-23;17;1156
2016-11-23;18;870
2016-11-23;19;645
2016-11-23;20;1971
2016-11-23;21;2606
2016-11-23;22;1710
2016-11-23;23;912
;;
2016-11-24;0;438
2016-11-24;1;392
2016-11-24;2;437
2016-11-24;3;535
2016-11-24;4;531
2016-11-24;5;469
2016-11-24;6;509
2016-11-24;7;632
2016-11-24;8;632
2016-11-24;9;682
2016-11-24;10;413
2016-11-24;11;430
2016-11-24;12;375
2016-11-24;13;757
2016-11-24;14;1908
2016-11-24;15;413
2016-11-24;16;379
2016-11-24;17;292
2016-11-24;18;439
2016-11-24;19;1895
2016-11-24;20;1575
2016-11-24;21;1439
2016-11-24;22;672
2016-11-24;23;560
;;
2016-11-25;0;415
2016-11-25;1;359
2016-11-25;2;369
2016-11-25;3;344
2016-11-25;4;313
2016-11-25;5;326
2016-11-25;6;325
2016-11-25;7;531
2016-11-25;8;816
2016-11-25;9;289
2016-11-25;10;339
2016-11-25;11;341
2016-11-25;12;319
2016-11-25;13;453
2016-11-25;14;931
2016-11-25;15;746
2016-11-25;16;453
2016-11-25;17;491
2016-11-25;18;1025
2016-11-25;19;1019
2016-11-25;20;2417
2016-11-25;21;1842
2016-11-25;22;893
2016-11-25;23;1081
;;
2016-11-26;0;476
2016-11-26;1;350
2016-11-26;2;481
2016-11-26;3;631
2016-11-26;4;449
2016-11-26;5;337
2016-11-26;6;639
2016-11-26;7;712
2016-11-26;8;1240
2016-11-26;9;812
2016-11-26;10;397
2016-11-26;11;367
2016-11-26;12;1095
2016-11-26;13;819
2016-11-26;14;603
2016-11-26;15;414
2016-11-26;16;1217
2016-11-26;17;2288
2016-11-26;18;576
2016-11-26;19;638
2016-11-26;20;726
2016-11-26;21;1583
2016-11-26;22;1700
2016-11-26;23;875
;;
2016-11-27;0;823
2016-11-27;1;700
2016-11-27;2;754
2016-11-27;3;485
2016-11-27;4;340
2016-11-27;5;420
2016-11-27;6;358
2016-11-27;7;485
2016-11-27;8;1229
2016-11-27;9;1287
2016-11-27;10;1023
2016-11-27;11;1334
2016-11-27;12;2515
2016-11-27;13;726
2016-11-27;14;616
2016-11-27;15;671
2016-11-27;16;562
2016-11-27;17;621
2016-11-27;18;987
2016-11-27;19;1740
2016-11-27;20;1848
2016-11-27;21;708
2016-11-27;22;602
2016-11-27;23;445
;;
2016-11-28;0;322
2016-11-28;1;429
2016-11-28;2;366
2016-11-28;3;401
2016-11-28;4;352
2016-11-28;5;395
2016-11-28;6;399
2016-11-28;7;1390
2016-11-28;8;882
2016-11-28;9;2731
2016-11-28;10;3134
2016-11-28;11;642
2016-11-28;12;3394
2016-11-28;13;1174
2016-11-28;14;2368
2016-11-28;15;1657
2016-11-28;16;460
2016-11-28;17;730
2016-11-28;18;817
2016-11-28;19;1105
2016-11-28;20;1466
2016-11-28;21;863
2016-11-28;22;887
2016-11-28;23;502
;;
2016-11-29;0;632
2016-11-29;1;566
2016-11-29;2;522
2016-11-29;3;402
2016-11-29;4;432
2016-11-29;5;413
2016-11-29;6;653
2016-11-29;7;1679
2016-11-29;8;1647
2016-11-29;9;1304
2016-11-29;10;353
2016-11-29;11;632
2016-11-29;12;837
2016-11-29;13;704
2016-11-29;14;719
2016-11-29;15;1023
2016-11-29;16;933
2016-11-29;17;418
2016-11-29;18;1076
2016-11-29;19;2114
2016-11-29;20;1295
2016-11-29;21;1393
2016-11-29;22;850
2016-11-29;23;437
;;
2016-11-30;0;575
2016-11-30;1;361
2016-11-30;2;437
2016-11-30;3;575
2016-11-30;4;475
2016-11-30;5;540
2016-11-30;6;507
2016-11-30;7;1608
2016-11-30;8;532
2016-11-30;9;461
2016-11-30;10;341
2016-11-30;11;350
2016-11-30;12;346
2016-11-30;13;404
2016-11-30;14;458
2016-11-30;15;478
2016-11-30;16;460
2016-11-30;17;428
2016-11-30;18;1284
2016-11-30;19;1559
2016-11-30;20;2028
2016-11-30;21;1324
2016-11-30;22;637
2016-11-30;23;391
;;
2016-12-01;0;440
2016-12-01;1;343
2016-12-01;2;373
2016-12-01;3;387
2016-12-01;4;443
2016-12-01;5;303
2016-12-01;6;398
2016-12-01;7;1483
2016-12-01;8;1610
2016-12-01;9;469
2016-12-01;10;350
2016-12-01;11;335
2016-12-01;12;348
2016-12-01;13;476
2016-12-01;14;1305
2016-12-01;15;735
2016-12-01;16;342
2016-12-01;17;347
2016-12-01;18;938
2016-12-01;19;2387
2016-12-01;20;1810
2016-12-01;21;1662
2016-12-01;22;414
2016-12-01;23;448
;;
2016-12-02;0;416
2016-12-02;1;358
2016-12-02;2;435
2016-12-02;3;374
2016-12-02;4;347
2016-12-02;5;377
2016-12-02;6;328
2016-12-02;7;753
2016-12-02;8;1518
2016-12-02;9;1183
2016-12-02;10;304
2016-12-02;11;345
2016-12-02;12;338
2016-12-02;13;1079
2016-12-02;14;1122
2016-12-02;15;940
2016-12-02;16;396
2016-12-02;17;356
2016-12-02;18;516
2016-12-02;19;1048
2016-12-02;20;2420
2016-12-02;21;1815
2016-12-02;22;1334
2016-12-02;23;998
;;
2016-12-03;0;912
2016-12-03;1;459
2016-12-03;2;476
2016-12-03;3;411
2016-12-03;4;441
2016-12-03;5;400
2016-12-03;6;374
2016-12-03;7;665
2016-12-03;8;1799
2016-12-03;9;350
2016-12-03;10;304
2016-12-03;11;216
2016-12-03;12;557
2016-12-03;13;824
2016-12-03;14;834
2016-12-03;15;2253
2016-12-03;16;1150
2016-12-03;17;602
2016-12-03;18;2459
2016-12-03;19;2838
2016-12-03;20;1804
2016-12-03;21;505
2016-12-03;22;436
2016-12-03;23;440
;;
2016-12-04;0;521
2016-12-04;1;366
2016-12-04;2;423
2016-12-04;3;391
2016-12-04;4;371
2016-12-04;5;387
2016-12-04;6;413
2016-12-04;7;340
2016-12-04;8;348
2016-12-04;9;467
2016-12-04;10;1030
2016-12-04;11;2536
2016-12-04;12;2166
2016-12-04;13;1823
2016-12-04;14;514
2016-12-04;15;688
2016-12-04;16;427
2016-12-04;17;531
2016-12-04;18;1145
2016-12-04;19;800
2016-12-04;20;1089
2016-12-04;21;726
2016-12-04;22;453
2016-12-04;23;425
;;
2016-12-05;0;542
2016-12-05;1;475
2016-12-05;2;362
2016-12-05;3;362
2016-12-05;4;344
2016-12-05;5;399
2016-12-05;6;336
2016-12-05;7;669
2016-12-05;8;1094
2016-12-05;9;737
2016-12-05;10;1749
2016-12-05;11;438
2016-12-05;12;2726
2016-12-05;13;750
2016-12-05;14;873
2016-12-05;15;694
2016-12-05;16;2415
2016-12-05;17;1103
2016-12-05;18;1080
2016-12-05;19;1377
2016-12-05;20;1075
2016-12-05;21;1091
2016-12-05;22;515
2016-12-05;23;406
;;
2016-12-06;0;423
2016-12-06;1;417
2016-12-06;2;471
2016-12-06;3;373
2016-12-06;4;641
2016-12-06;5;506
2016-12-06;6;425
2016-12-06;7;344
2016-12-06;8;532
2016-12-06;9;2055
2016-12-06;10;1497
2016-12-06;11;1314
2016-12-06;12;332
2016-12-06;13;662
2016-12-06;14;947
2016-12-06;15;847
2016-12-06;16;1987
2016-12-06;17;1730
2016-12-06;18;420
2016-12-06;19;1400
2016-12-06;20;1755
2016-12-06;21;2074
2016-12-06;22;1892
2016-12-06;23;1585
;;
2016-12-07;0;436
2016-12-07;1;381
2016-12-07;2;482
2016-12-07;3;297
2016-12-07;4;451
2016-12-07;5;304
2016-12-07;6;419
2016-12-07;7;685
2016-12-07;8;534
2016-12-07;9;615
2016-12-07;10;305
2016-12-07;11;381
2016-12-07;12;317
2016-12-07;13;481
2016-12-07;14;837
2016-12-07;15;475
2016-12-07;16;403
2016-12-07;17;370
2016-12-07;18;1367
2016-12-07;19;2011
2016-12-07;20;1354
2016-12-07;21;1211
2016-12-07;22;562
2016-12-07;23;545
;;
2016-12-08;0;481
2016-12-08;1;449
2016-12-08;2;442
2016-12-08;3;782
2016-12-08;4;580
2016-12-08;5;418
2016-12-08;6;1344
2016-12-08;7;1529
2016-12-08;8;1553
2016-12-08;9;640
2016-12-08;10;1178
2016-12-08;11;442
2016-12-08;12;1246
2016-12-08;13;837
2016-12-08;14;1089
2016-12-08;15;542
2016-12-08;16;448
2016-12-08;17;493
2016-12-08;18;866
2016-12-08;19;867
2016-12-08;20;1048
2016-12-08;21;1057
2016-12-08;22;318
2016-12-08;23;465
;;
2016-12-09;0;321
2016-12-09;1;418
2016-12-09;2;616
2016-12-09;3;332
2016-12-09;4;358
2016-12-09;5;291
2016-12-09;6;473
2016-12-09;7;1827
2016-12-09;8;855
2016-12-09;9;848
2016-12-09;10;462
2016-12-09;11;294
2016-12-09;12;456
2016-12-09;13;505
2016-12-09;14;700
2016-12-09;15;441
2016-12-09;16;1378
2016-12-09;17;799
2016-12-09;18;454
2016-12-09;19;364
2016-12-09;20;677
2016-12-09;21;1390
2016-12-09;22;1003
2016-12-09;23;733
;;
2016-12-10;0;768
2016-12-10;1;701
2016-12-10;2;781
2016-12-10;3;633
2016-12-10;4;436
2016-12-10;5;450
2016-12-10;6;365
2016-12-10;7;681
2016-12-10;8;965
2016-12-10;9;1171
2016-12-10;10;791
2016-12-10;11;333
2016-12-10;12;361
2016-12-10;13;485
2016-12-10;14;643
2016-12-10;15;593
2016-12-10;16;510
2016-12-10;17;718
2016-12-10;18;1082
2016-12-10;19;1113
2016-12-10;20;642
2016-12-10;21;450
2016-12-10;22;380
2016-12-10;23;459
;;
2016-12-11;0;347
2016-12-11;1;561
2016-12-11;2;387
2016-12-11;3;466
2016-12-11;4;452
2016-12-11;5;349
2016-12-11;6;467
2016-12-11;7;463
2016-12-11;8;770
2016-12-11;9;1793
2016-12-11;10;3018
2016-12-11;11;1515
2016-12-11;12;1472
2016-12-11;13;739
2016-12-11;14;839
2016-12-11;15;601
2016-12-11;16;961
2016-12-11;17;637
2016-12-11;18;584
2016-12-11;19;1682
2016-12-11;20;1254
2016-12-11;21;2101
2016-12-11;22;1128
2016-12-11;23;431
;;
2016-12-12;0;332
2016-12-12;1;359
2016-12-12;2;371
2016-12-12;3;400
2016-12-12;4;377
2016-12-12;5;482
2016-12-12;6;471
2016-12-12;7;1878
2016-12-12;8;2168
2016-12-12;9;1382
2016-12-12;10;1008
2016-12-12;11;916
2016-12-12;12;1595
2016-12-12;13;1534
2016-12-12;14;1506
2016-12-12;15;1702
2016-12-12;16;874
2016-12-12;17;413
2016-12-12;18;527
2016-12-12;19;800
2016-12-12;20;1538
2016-12-12;21;1382
2016-12-12;22;472
2016-12-12;23;471
;;
2016-12-13;0;380
2016-12-13;1;443
2016-12-13;2;682
2016-12-13;3;1148
2016-12-13;4;474
2016-12-13;5;369
2016-12-13;6;429
2016-12-13;7;1962
2016-12-13;8;950
2016-12-13;9;855
2016-12-13;10;622
2016-12-13;11;392
2016-12-13;12;326
2016-12-13;13;817
2016-12-13;14;399
2016-12-13;15;1084
2016-12-13;16;722
2016-12-13;17;1165
2016-12-13;18;1022
2016-12-13;19;1130
2016-12-13;20;2107
2016-12-13;21;2817
2016-12-13;22;3029
2016-12-13;23;430
;;
2016-12-14;0;534
2016-12-14;1;497
2016-12-14;2;406
2016-12-14;3;430
2016-12-14;4;402
2016-12-14;5;290
2016-12-14;6;390
2016-12-14;7;949
2016-12-14;8;1332
2016-12-14;9;1777
2016-12-14;10;371
2016-12-14;11;338
2016-12-14;12;414
2016-12-14;13;460
2016-12-14;14;1017
2016-12-14;15;374
2016-12-14;16;497
2016-12-14;17;752
2016-12-14;18;1001
2016-12-14;19;1177
2016-12-14;20;2185
2016-12-14;21;1591
2016-12-14;22;770
2016-12-14;23;494
;;
2016-12-15;0;358
2016-12-15;1;451
2016-12-15;2;364
2016-12-15;3;340
2016-12-15;4;419
2016-12-15;5;282
2016-12-15;6;476
2016-12-15;7;1559
2016-12-15;8;937
2016-12-15;9;474
2016-12-15;10;383
2016-12-15;11;263
2016-12-15;12;452
2016-12-15;13;475
2016-12-15;14;415
2016-12-15;15;405
2016-12-15;16;459
2016-12-15;17;478
2016-12-15;18;504
2016-12-15;19;1109
2016-12-15;20;1172
2016-12-15;21;2234
2016-12-15;22;1881
2016-12-15;23;486
;;
2016-12-16;0;430
2016-12-16;1;399
2016-12-16;2;384
2016-12-16;3;372
2016-12-16;4;428
2016-12-16;5;295
2016-12-16;6;402
2016-12-16;7;1229
2016-12-16;8;823
2016-12-16;9;504
2016-12-16;10;328
2016-12-16;11;356
2016-12-16;12;421
2016-12-16;13;683
2016-12-16;14;1040
2016-12-16;15;550
2016-12-16;16;509
2016-12-16;17;423
2016-12-16;18;424
2016-12-16;19;426
2016-12-16;20;1252
2016-12-16;21;1891
2016-12-16;22;749
2016-12-16;23;419
;;
2016-12-17;0;743
2016-12-17;1;675
2016-12-17;2;811
2016-12-17;3;617
2016-12-17;4;438
2016-12-17;5;385
2016-12-17;6;347
2016-12-17;7;1619
2016-12-17;8;992
2016-12-17;9;1047
2016-12-17;10;431
2016-12-17;11;456
2016-12-17;12;441
2016-12-17;13;297
2016-12-17;14;356
2016-12-17;15;259
2016-12-17;16;383
2016-12-17;17;401
2016-12-17;18;880
2016-12-17;19;1634
2016-12-17;20;1294
2016-12-17;21;1222
2016-12-17;22;1379
2016-12-17;23;1336
;;
2016-12-18;0;1164
2016-12-18;1;722
2016-12-18;2;501
2016-12-18;3;332
2016-12-18;4;457
2016-12-18;5;316
2016-12-18;6;440
2016-12-18;7;396
2016-12-18;8;1039
2016-12-18;9;1751
2016-12-18;10;1445
2016-12-18;11;391
2016-12-18;12;485
2016-12-18;13;510
2016-12-18;14;516
2016-12-18;15;357
2016-12-18;16;418
2016-12-18;17;341
2016-12-18;18;563
2016-12-18;19;900
2016-12-18;20;942
2016-12-18;21;843
2016-12-18;22;1149
2016-12-18;23;571
;;
2016-12-19;0;372
2016-12-19;1;393
2016-12-19;2;392
2016-12-19;3;331
2016-12-19;4;419
2016-12-19;5;311
2016-12-19;6;484
2016-12-19;7;1271
2016-12-19;8;1335
2016-12-19;9;875
2016-12-19;10;1420
2016-12-19;11;2012
2016-12-19;12;1429
2016-12-19;13;822
2016-12-19;14;744
2016-12-19;15;1941
